design,partition,cohort_index,source_row_id,financial_year,larger_fire
temporal,train,29672,30930,2011/12,0
temporal,train,29673,30931,2011/12,0
temporal,train,29674,30932,2011/12,0
temporal,train,29675,30933,2011/12,1
temporal,train,29676,30934,2011/12,1
temporal,train,29677,30935,2011/12,1
temporal,train,29678,30936,2011/12,1
temporal,train,29679,30937,2011/12,1
temporal,train,29680,30938,2011/12,0
temporal,train,29681,30939,2011/12,0
temporal,train,29682,30940,2011/12,0
temporal,train,29683,30941,2011/12,0
temporal,train,29684,30942,2011/12,0
temporal,train,29685,30943,2011/12,1
temporal,train,29686,30944,2011/12,1
temporal,train,29687,30945,2011/12,0
temporal,train,29688,30946,2011/12,1
temporal,train,29689,30947,2011/12,1
temporal,train,29690,30948,2011/12,0
temporal,train,29691,30949,2011/12,0
temporal,train,29692,30950,2011/12,1
temporal,train,29693,30951,2011/12,0
temporal,train,29694,30952,2011/12,0
temporal,train,29695,30953,2011/12,0
temporal,train,29696,30954,2011/12,0
temporal,train,29697,30955,2011/12,1
temporal,train,29698,30956,2011/12,0
temporal,train,29699,30957,2011/12,0
temporal,train,29700,30958,2011/12,1
temporal,train,29701,30959,2011/12,1
temporal,train,29702,30960,2011/12,1
temporal,train,29703,30961,2011/12,0
temporal,train,29704,30962,2011/12,0
temporal,train,29705,30963,2011/12,0
temporal,train,29706,30964,2011/12,1
temporal,train,29707,30965,2011/12,0
temporal,train,29708,30966,2011/12,0
temporal,train,29709,30967,2011/12,0
temporal,train,29710,30968,2011/12,1
temporal,train,29711,30969,2011/12,0
temporal,train,29712,30970,2011/12,1
temporal,train,29713,30971,2011/12,1
temporal,train,29714,30972,2011/12,1
temporal,train,29715,30974,2011/12,0
temporal,train,29716,30975,2011/12,1
temporal,train,29717,30976,2011/12,0
temporal,train,29718,30977,2011/12,1
temporal,train,29719,30978,2011/12,1
temporal,train,29720,30979,2011/12,1
temporal,train,29721,30980,2011/12,0
temporal,train,29722,30981,2011/12,1
temporal,train,29723,30982,2011/12,1
temporal,train,29724,30983,2011/12,1
temporal,train,29725,30984,2011/12,0
temporal,train,29726,30986,2011/12,1
temporal,train,29727,30987,2011/12,1
temporal,train,29728,30988,2011/12,1
temporal,train,29729,30989,2011/12,0
temporal,train,29730,30990,2011/12,0
temporal,train,29731,30991,2011/12,0
temporal,train,29732,30992,2011/12,0
temporal,train,29733,30993,2011/12,0
temporal,train,29734,30994,2011/12,1
temporal,train,29735,30995,2011/12,1
temporal,train,29736,30996,2011/12,0
temporal,train,29737,30997,2011/12,0
temporal,train,29738,30998,2011/12,0
temporal,train,29739,30999,2011/12,1
temporal,train,29740,31001,2011/12,0
temporal,train,29741,31002,2011/12,1
temporal,train,29742,31003,2011/12,1
temporal,train,29743,31004,2011/12,0
temporal,train,29744,31005,2011/12,1
temporal,train,29745,31006,2011/12,1
temporal,train,29746,31007,2011/12,0
temporal,train,29747,31008,2011/12,1
temporal,train,29748,31009,2011/12,0
temporal,train,29749,31010,2011/12,1
temporal,train,29750,31011,2011/12,0
temporal,train,29751,31012,2011/12,0
temporal,train,29752,31013,2011/12,0
temporal,train,29753,31014,2011/12,0
temporal,train,29754,31015,2011/12,1
temporal,train,29755,31016,2011/12,1
temporal,train,29756,31017,2011/12,0
temporal,train,29757,31018,2011/12,0
temporal,train,29758,31019,2011/12,0
temporal,train,29759,31020,2011/12,0
temporal,train,29760,31021,2011/12,0
temporal,train,29761,31022,2011/12,0
temporal,train,29762,31023,2011/12,0
temporal,train,29763,31024,2011/12,0
temporal,train,29764,31025,2011/12,0
temporal,train,29765,31026,2011/12,0
temporal,train,29766,31027,2011/12,0
temporal,train,29767,31028,2011/12,1
temporal,train,29768,31029,2011/12,1
temporal,train,29769,31030,2011/12,0
temporal,train,29770,31031,2011/12,1
temporal,train,29771,31032,2011/12,0
temporal,train,29772,31033,2011/12,0
temporal,train,29773,31034,2011/12,1
temporal,train,29774,31036,2011/12,0
temporal,train,29775,31037,2011/12,0
temporal,train,29776,31038,2011/12,1
temporal,train,29777,31039,2011/12,0
temporal,train,29778,31040,2011/12,0
temporal,train,29779,31041,2011/12,0
temporal,train,29780,31042,2011/12,1
temporal,train,29781,31043,2011/12,0
temporal,train,29782,31044,2011/12,1
temporal,train,29783,31045,2011/12,1
temporal,train,29784,31046,2011/12,0
temporal,train,29785,31047,2011/12,1
temporal,train,29786,31048,2011/12,0
temporal,train,29787,31049,2011/12,1
temporal,train,29788,31050,2011/12,0
temporal,train,29789,31051,2011/12,1
temporal,train,29790,31052,2011/12,0
temporal,train,29791,31053,2011/12,0
temporal,train,29792,31054,2011/12,0
temporal,train,29793,31055,2011/12,1
temporal,train,29794,31056,2011/12,0
temporal,train,29795,31057,2011/12,0
temporal,train,29796,31058,2011/12,0
temporal,train,29797,31059,2011/12,0
temporal,train,29798,31060,2011/12,1
temporal,train,29799,31061,2011/12,1
temporal,train,29800,31062,2011/12,1
temporal,train,29801,31063,2011/12,1
temporal,train,29802,31064,2011/12,0
temporal,train,29803,31065,2011/12,0
temporal,train,29804,31066,2011/12,0
temporal,train,29805,31067,2011/12,0
temporal,train,29806,31068,2011/12,0
temporal,train,29807,31069,2011/12,0
temporal,train,29808,31070,2011/12,0
temporal,train,29809,31071,2011/12,0
temporal,train,29810,31072,2011/12,1
temporal,train,29811,31073,2011/12,1
temporal,train,29812,31074,2011/12,1
temporal,train,29813,31075,2011/12,1
temporal,train,29814,31076,2011/12,1
temporal,train,29815,31077,2011/12,1
temporal,train,29816,31079,2011/12,0
temporal,train,29817,31080,2011/12,1
temporal,train,29818,31081,2011/12,0
temporal,train,29819,31082,2011/12,0
temporal,train,29820,31083,2011/12,1
temporal,train,29821,31084,2011/12,0
temporal,train,29822,31085,2011/12,0
temporal,train,29823,31086,2011/12,0
temporal,train,29824,31087,2011/12,0
temporal,train,29825,31088,2011/12,0
temporal,train,29826,31089,2011/12,0
temporal,train,29827,31090,2011/12,1
temporal,train,29828,31091,2011/12,1
temporal,train,29829,31092,2011/12,0
temporal,train,29830,31093,2011/12,1
temporal,train,29831,31094,2011/12,0
temporal,train,29832,31095,2011/12,0
temporal,train,29833,31096,2011/12,0
temporal,train,29834,31097,2011/12,0
temporal,train,29835,31098,2011/12,1
temporal,train,29836,31099,2011/12,0
temporal,train,29837,31101,2011/12,0
temporal,train,29838,31102,2011/12,0
temporal,train,29839,31103,2011/12,0
temporal,train,29840,31104,2011/12,0
temporal,train,29841,31105,2011/12,1
temporal,train,29842,31106,2011/12,0
temporal,train,29843,31107,2011/12,1
temporal,train,29844,31108,2011/12,0
temporal,train,29845,31109,2011/12,0
temporal,train,29846,31110,2011/12,0
temporal,train,29847,31111,2011/12,1
temporal,train,29848,31112,2011/12,0
temporal,train,29849,31113,2011/12,0
temporal,train,29850,31114,2011/12,0
temporal,train,29851,31115,2011/12,0
temporal,train,29852,31116,2011/12,1
temporal,train,29853,31117,2011/12,0
temporal,train,29854,31118,2011/12,0
temporal,train,29855,31119,2011/12,0
temporal,train,29856,31120,2011/12,0
temporal,train,29857,31121,2011/12,1
temporal,train,29858,31122,2011/12,0
temporal,train,29859,31123,2011/12,0
temporal,train,29860,31124,2011/12,0
temporal,train,29861,31125,2011/12,0
temporal,train,29862,31126,2011/12,0
temporal,train,29863,31127,2011/12,0
temporal,train,29864,31128,2011/12,0
temporal,train,29865,31129,2011/12,1
temporal,train,29866,31130,2011/12,1
temporal,train,29867,31131,2011/12,0
temporal,train,29868,31132,2011/12,0
temporal,train,29869,31133,2011/12,1
temporal,train,29870,31134,2011/12,0
temporal,train,29871,31135,2011/12,1
temporal,train,29872,31136,2011/12,0
temporal,train,29873,31137,2011/12,0
temporal,train,29874,31138,2011/12,0
temporal,train,29875,31139,2011/12,0
temporal,train,29876,31140,2011/12,0
temporal,train,29877,31141,2011/12,0
temporal,train,29878,31142,2011/12,0
temporal,train,29879,31143,2011/12,1
temporal,train,29880,31144,2011/12,0
temporal,train,29881,31145,2011/12,1
temporal,train,29882,31146,2011/12,0
temporal,train,29883,31147,2011/12,0
temporal,train,29884,31148,2011/12,1
temporal,train,29885,31149,2011/12,0
temporal,train,29886,31150,2011/12,0
temporal,train,29887,31151,2011/12,0
temporal,train,29888,31153,2011/12,0
temporal,train,29889,31154,2011/12,0
temporal,train,29890,31155,2011/12,0
temporal,train,29891,31156,2011/12,0
temporal,train,29892,31157,2011/12,0
temporal,train,29893,31158,2011/12,0
temporal,train,29894,31159,2011/12,1
temporal,train,29895,31160,2011/12,0
temporal,train,29896,31161,2011/12,0
temporal,train,29897,31162,2011/12,1
temporal,train,29898,31163,2011/12,0
temporal,train,29899,31164,2011/12,0
temporal,train,29900,31165,2011/12,1
temporal,train,29901,31166,2011/12,1
temporal,train,29902,31167,2011/12,0
temporal,train,29903,31169,2011/12,0
temporal,train,29904,31170,2011/12,0
temporal,train,29905,31171,2011/12,0
temporal,train,29906,31172,2011/12,1
temporal,train,29907,31173,2011/12,0
temporal,train,29908,31174,2011/12,1
temporal,train,29909,31175,2011/12,0
temporal,train,29910,31176,2011/12,1
temporal,train,29911,31177,2011/12,1
temporal,train,29912,31178,2011/12,1
temporal,train,29913,31179,2011/12,0
temporal,train,29914,31180,2011/12,0
temporal,train,29915,31181,2011/12,0
temporal,train,29916,31182,2011/12,0
temporal,train,29917,31183,2011/12,0
temporal,train,29918,31184,2011/12,0
temporal,train,29919,31185,2011/12,1
temporal,train,29920,31186,2011/12,0
temporal,train,29921,31187,2011/12,1
temporal,train,29922,31188,2011/12,0
temporal,train,29923,31190,2011/12,0
temporal,train,29924,31191,2011/12,0
temporal,train,29925,31192,2011/12,0
temporal,train,29926,31193,2011/12,0
temporal,train,29927,31194,2011/12,1
temporal,train,29928,31195,2011/12,0
temporal,train,29929,31196,2011/12,0
temporal,train,29930,31197,2011/12,0
temporal,train,29931,31198,2011/12,1
temporal,train,29932,31200,2011/12,0
temporal,train,29933,31201,2011/12,0
temporal,train,29934,31202,2011/12,0
temporal,train,29935,31203,2011/12,0
temporal,train,29936,31204,2011/12,0
temporal,train,29937,31205,2011/12,0
temporal,train,29938,31206,2011/12,0
temporal,train,29939,31207,2011/12,0
temporal,train,29940,31208,2011/12,1
temporal,train,29941,31209,2011/12,1
temporal,train,29942,31210,2011/12,1
temporal,train,29943,31211,2011/12,0
temporal,train,29944,31212,2011/12,0
temporal,train,29945,31213,2011/12,0
temporal,train,29946,31214,2011/12,0
temporal,train,29947,31215,2011/12,0
temporal,train,29948,31216,2011/12,0
temporal,train,29949,31217,2011/12,0
temporal,train,29950,31218,2011/12,1
temporal,train,29951,31219,2011/12,0
temporal,train,29952,31220,2011/12,0
temporal,train,29953,31221,2011/12,0
temporal,train,29954,31222,2011/12,0
temporal,train,29955,31223,2011/12,0
temporal,train,29956,31224,2011/12,0
temporal,train,29957,31225,2011/12,0
temporal,train,29958,31226,2011/12,1
temporal,train,29959,31227,2011/12,0
temporal,train,29960,31228,2011/12,0
temporal,train,29961,31229,2011/12,0
temporal,train,29962,31230,2011/12,0
temporal,train,29963,31231,2011/12,0
temporal,train,29964,31232,2011/12,0
temporal,train,29965,31233,2011/12,0
temporal,train,29966,31234,2011/12,0
temporal,train,29967,31235,2011/12,1
temporal,train,29968,31236,2011/12,0
temporal,train,29969,31237,2011/12,1
temporal,train,29970,31238,2011/12,1
temporal,train,29971,31239,2011/12,1
temporal,train,29972,31240,2011/12,1
temporal,train,29973,31241,2011/12,1
temporal,train,29974,31242,2011/12,0
temporal,train,29975,31243,2011/12,1
temporal,train,29976,31244,2011/12,1
temporal,train,29977,31245,2011/12,0
temporal,train,29978,31246,2011/12,0
temporal,train,29979,31247,2011/12,0
temporal,train,29980,31248,2011/12,0
temporal,train,29981,31249,2011/12,0
temporal,train,29982,31250,2011/12,1
temporal,train,29983,31251,2011/12,0
temporal,train,29984,31252,2011/12,0
temporal,train,29985,31253,2011/12,0
temporal,train,29986,31254,2011/12,0
temporal,train,29987,31255,2011/12,1
temporal,train,29988,31256,2011/12,0
temporal,train,29989,31257,2011/12,0
temporal,train,29990,31259,2011/12,0
temporal,train,29991,31260,2011/12,1
temporal,train,29992,31261,2011/12,0
temporal,train,29993,31262,2011/12,0
temporal,train,29994,31263,2011/12,0
temporal,train,29995,31264,2011/12,0
temporal,train,29996,31265,2011/12,0
temporal,train,29997,31266,2011/12,0
temporal,train,29998,31267,2011/12,0
temporal,train,29999,31268,2011/12,0
temporal,train,30000,31269,2011/12,0
temporal,train,30001,31270,2011/12,1
temporal,train,30002,31271,2011/12,0
temporal,train,30003,31272,2011/12,0
temporal,train,30004,31273,2011/12,0
temporal,train,30005,31274,2011/12,0
temporal,train,30006,31275,2011/12,1
temporal,train,30007,31276,2011/12,0
temporal,train,30008,31277,2011/12,0
temporal,train,30009,31278,2011/12,1
temporal,train,30010,31279,2011/12,0
temporal,train,30011,31280,2011/12,0
temporal,train,30012,31281,2011/12,0
temporal,train,30013,31282,2011/12,0
temporal,train,30014,31283,2011/12,0
temporal,train,30015,31284,2011/12,0
temporal,train,30016,31285,2011/12,0
temporal,train,30017,31286,2011/12,0
temporal,train,30018,31287,2011/12,0
temporal,train,30019,31288,2011/12,0
temporal,train,30020,31289,2011/12,1
temporal,train,30021,31290,2011/12,0
temporal,train,30022,31291,2011/12,0
temporal,train,30023,31292,2011/12,0
temporal,train,30024,31293,2011/12,0
temporal,train,30025,31294,2011/12,0
temporal,train,30026,31295,2011/12,0
temporal,train,30027,31296,2011/12,0
temporal,train,30028,31297,2011/12,0
temporal,train,30029,31298,2011/12,0
temporal,train,30030,31299,2011/12,0
temporal,train,30031,31300,2011/12,0
temporal,train,30032,31301,2011/12,0
temporal,train,30033,31302,2011/12,1
temporal,train,30034,31303,2011/12,0
temporal,train,30035,31304,2011/12,0
temporal,train,30036,31305,2011/12,1
temporal,train,30037,31307,2011/12,1
temporal,train,30038,31308,2011/12,0
temporal,train,30039,31309,2011/12,0
temporal,train,30040,31310,2011/12,0
temporal,train,30041,31311,2011/12,1
temporal,train,30042,31312,2011/12,0
temporal,train,30043,31313,2011/12,0
temporal,train,30044,31314,2011/12,1
temporal,train,30045,31315,2011/12,1
temporal,train,30046,31316,2011/12,0
temporal,train,30047,31317,2011/12,0
temporal,train,30048,31318,2011/12,0
temporal,train,30049,31319,2011/12,0
temporal,train,30050,31320,2011/12,0
temporal,train,30051,31321,2011/12,1
temporal,train,30052,31322,2011/12,0
temporal,train,30053,31323,2011/12,1
temporal,train,30054,31324,2011/12,0
temporal,train,30055,31325,2011/12,0
temporal,train,30056,31326,2011/12,0
temporal,train,30057,31327,2011/12,0
temporal,train,30058,31328,2011/12,1
temporal,train,30059,31329,2011/12,0
temporal,train,30060,31330,2011/12,0
temporal,train,30061,31331,2011/12,0
temporal,train,30062,31332,2011/12,0
temporal,train,30063,31333,2011/12,1
temporal,train,30064,31334,2011/12,1
temporal,train,30065,31335,2011/12,0
temporal,train,30066,31336,2011/12,0
temporal,train,30067,31337,2011/12,0
temporal,train,30068,31338,2011/12,0
temporal,train,30069,31339,2011/12,0
temporal,train,30070,31340,2011/12,1
temporal,train,30071,31341,2011/12,1
temporal,train,30072,31342,2011/12,0
temporal,train,30073,31343,2011/12,1
temporal,train,30074,31344,2011/12,0
temporal,train,30075,31345,2011/12,0
temporal,train,30076,31346,2011/12,0
temporal,train,30077,31347,2011/12,0
temporal,train,30078,31348,2011/12,0
temporal,train,30079,31349,2011/12,0
temporal,train,30080,31350,2011/12,0
temporal,train,30081,31351,2011/12,0
temporal,train,30082,31352,2011/12,0
temporal,train,30083,31353,2011/12,0
temporal,train,30084,31354,2011/12,0
temporal,train,30085,31355,2011/12,0
temporal,train,30086,31356,2011/12,0
temporal,train,30087,31357,2011/12,1
temporal,train,30088,31358,2011/12,0
temporal,train,30089,31359,2011/12,1
temporal,train,30090,31360,2011/12,1
temporal,train,30091,31361,2011/12,1
temporal,train,30092,31362,2011/12,0
temporal,train,30093,31363,2011/12,0
temporal,train,30094,31364,2011/12,0
temporal,train,30095,31365,2011/12,0
temporal,train,30096,31366,2011/12,0
temporal,train,30097,31367,2011/12,1
temporal,train,30098,31368,2011/12,1
temporal,train,30099,31369,2011/12,0
temporal,train,30100,31370,2011/12,1
temporal,train,30101,31371,2011/12,1
temporal,train,30102,31372,2011/12,1
temporal,train,30103,31373,2011/12,0
temporal,train,30104,31374,2011/12,1
temporal,train,30105,31375,2011/12,1
temporal,train,30106,31376,2011/12,0
temporal,train,30107,31377,2011/12,0
temporal,train,30108,31378,2011/12,0
temporal,train,30109,31379,2011/12,0
temporal,train,30110,31380,2011/12,0
temporal,train,30111,31381,2011/12,0
temporal,train,30112,31383,2011/12,0
temporal,train,30113,31384,2011/12,0
temporal,train,30114,31385,2011/12,0
temporal,train,30115,31386,2011/12,0
temporal,train,30116,31387,2011/12,0
temporal,train,30117,31388,2011/12,0
temporal,train,30118,31389,2011/12,0
temporal,train,30119,31390,2011/12,1
temporal,train,30120,31391,2011/12,0
temporal,train,30121,31392,2011/12,0
temporal,train,30122,31393,2011/12,1
temporal,train,30123,31394,2011/12,1
temporal,train,30124,31395,2011/12,0
temporal,train,30125,31396,2011/12,0
temporal,train,30126,31397,2011/12,0
temporal,train,30127,31398,2011/12,0
temporal,train,30128,31399,2011/12,0
temporal,train,30129,31400,2011/12,0
temporal,train,30130,31401,2011/12,1
temporal,train,30131,31403,2011/12,0
temporal,train,30132,31404,2011/12,0
temporal,train,30133,31405,2011/12,0
temporal,train,30134,31406,2011/12,1
temporal,train,30135,31407,2011/12,0
temporal,train,30136,31408,2011/12,0
temporal,train,30137,31409,2011/12,1
temporal,train,30138,31410,2011/12,0
temporal,train,30139,31411,2011/12,0
temporal,train,30140,31412,2011/12,0
temporal,train,30141,31413,2011/12,0
temporal,train,30142,31414,2011/12,0
temporal,train,30143,31416,2011/12,0
temporal,train,30144,31417,2011/12,0
temporal,train,30145,31418,2011/12,0
temporal,train,30146,31419,2011/12,0
temporal,train,30147,31420,2011/12,0
temporal,train,30148,31421,2011/12,0
temporal,train,30149,31422,2011/12,0
temporal,train,30150,31423,2011/12,1
temporal,train,30151,31424,2011/12,0
temporal,train,30152,31425,2011/12,0
temporal,train,30153,31426,2011/12,0
temporal,train,30154,31427,2011/12,1
temporal,train,30155,31428,2011/12,1
temporal,train,30156,31429,2011/12,1
temporal,train,30157,31430,2011/12,1
temporal,train,30158,31431,2011/12,0
temporal,train,30159,31432,2011/12,0
temporal,train,30160,31433,2011/12,1
temporal,train,30161,31434,2011/12,0
temporal,train,30162,31435,2011/12,1
temporal,train,30163,31436,2011/12,0
temporal,train,30164,31437,2011/12,0
temporal,train,30165,31438,2011/12,0
temporal,train,30166,31439,2011/12,0
temporal,train,30167,31440,2011/12,0
temporal,train,30168,31441,2011/12,0
temporal,train,30169,31442,2011/12,0
temporal,train,30170,31443,2011/12,0
temporal,train,30171,31444,2011/12,0
temporal,train,30172,31445,2011/12,0
temporal,train,30173,31446,2011/12,0
temporal,train,30174,31447,2011/12,0
temporal,train,30175,31448,2011/12,0
temporal,train,30176,31449,2011/12,0
temporal,train,30177,31450,2011/12,0
temporal,train,30178,31451,2011/12,0
temporal,train,30179,31452,2011/12,0
temporal,train,30180,31453,2011/12,0
temporal,train,30181,31454,2011/12,1
temporal,train,30182,31455,2011/12,0
temporal,train,30183,31456,2011/12,0
temporal,train,30184,31457,2011/12,0
temporal,train,30185,31459,2011/12,0
temporal,train,30186,31460,2011/12,1
temporal,train,30187,31461,2011/12,1
temporal,train,30188,31462,2011/12,0
temporal,train,30189,31463,2011/12,0
temporal,train,30190,31464,2011/12,1
temporal,train,30191,31465,2011/12,0
temporal,train,30192,31466,2011/12,0
temporal,train,30193,31467,2011/12,0
temporal,train,30194,31468,2011/12,1
temporal,train,30195,31469,2011/12,0
temporal,train,30196,31470,2011/12,0
temporal,train,30197,31471,2011/12,0
temporal,train,30198,31472,2011/12,1
temporal,train,30199,31473,2011/12,0
temporal,train,30200,31474,2011/12,0
temporal,train,30201,31475,2011/12,0
temporal,train,30202,31476,2011/12,1
temporal,train,30203,31477,2011/12,0
temporal,train,30204,31478,2011/12,1
temporal,train,30205,31479,2011/12,0
temporal,train,30206,31480,2011/12,0
temporal,train,30207,31481,2011/12,0
temporal,train,30208,31482,2011/12,1
temporal,train,30209,31483,2011/12,0
temporal,train,30210,31484,2011/12,0
temporal,train,30211,31485,2011/12,0
temporal,train,30212,31486,2011/12,0
temporal,train,30213,31487,2011/12,0
temporal,train,30214,31488,2011/12,0
temporal,train,30215,31489,2011/12,0
temporal,train,30216,31490,2011/12,1
temporal,train,30217,31491,2011/12,0
temporal,train,30218,31492,2011/12,0
temporal,train,30219,31494,2011/12,0
temporal,train,30220,31495,2011/12,0
temporal,train,30221,31496,2011/12,1
temporal,train,30222,31497,2011/12,0
temporal,train,30223,31498,2011/12,0
temporal,train,30224,31499,2011/12,1
temporal,train,30225,31500,2011/12,0
temporal,train,30226,31501,2011/12,0
temporal,train,30227,31502,2011/12,1
temporal,train,30228,31503,2011/12,1
temporal,train,30229,31504,2011/12,0
temporal,train,30230,31505,2011/12,0
temporal,train,30231,31506,2011/12,0
temporal,train,30232,31507,2011/12,0
temporal,train,30233,31508,2011/12,0
temporal,train,30234,31509,2011/12,0
temporal,train,30235,31510,2011/12,0
temporal,train,30236,31511,2011/12,0
temporal,train,30237,31512,2011/12,0
temporal,train,30238,31513,2011/12,0
temporal,train,30239,31514,2011/12,1
temporal,train,30240,31515,2011/12,1
temporal,train,30241,31516,2011/12,0
temporal,train,30242,31517,2011/12,1
temporal,train,30243,31518,2011/12,0
temporal,train,30244,31519,2011/12,0
temporal,train,30245,31520,2011/12,0
temporal,train,30246,31521,2011/12,0
temporal,train,30247,31522,2011/12,0
temporal,train,30248,31523,2011/12,0
temporal,train,30249,31524,2011/12,1
temporal,train,30250,31525,2011/12,1
temporal,train,30251,31526,2011/12,0
temporal,train,30252,31527,2011/12,1
temporal,train,30253,31528,2011/12,0
temporal,train,30254,31529,2011/12,0
temporal,train,30255,31530,2011/12,0
temporal,train,30256,31531,2011/12,0
temporal,train,30257,31532,2011/12,0
temporal,train,30258,31533,2011/12,0
temporal,train,30259,31534,2011/12,1
temporal,train,30260,31535,2011/12,0
temporal,train,30261,31536,2011/12,0
temporal,train,30262,31537,2011/12,0
temporal,train,30263,31538,2011/12,0
temporal,train,30264,31539,2011/12,1
temporal,train,30265,31540,2011/12,0
temporal,train,30266,31541,2011/12,0
temporal,train,30267,31542,2011/12,0
temporal,train,30268,31543,2011/12,0
temporal,train,30269,31544,2011/12,0
temporal,train,30270,31545,2011/12,0
temporal,train,30271,31546,2011/12,0
temporal,train,30272,31547,2011/12,0
temporal,train,30273,31548,2011/12,0
temporal,train,30274,31549,2011/12,0
temporal,train,30275,31550,2011/12,0
temporal,train,30276,31552,2011/12,0
temporal,train,30277,31554,2011/12,0
temporal,train,30278,31555,2011/12,1
temporal,train,30279,31556,2011/12,0
temporal,train,30280,31557,2011/12,1
temporal,train,30281,31558,2011/12,0
temporal,train,30282,31559,2011/12,1
temporal,train,30283,31560,2011/12,1
temporal,train,30284,31561,2011/12,1
temporal,train,30285,31562,2011/12,0
temporal,train,30286,31563,2011/12,0
temporal,train,30287,31564,2011/12,1
temporal,train,30288,31565,2011/12,1
temporal,train,30289,31566,2011/12,0
temporal,train,30290,31567,2011/12,0
temporal,train,30291,31568,2011/12,1
temporal,train,30292,31570,2011/12,0
temporal,train,30293,31571,2011/12,0
temporal,train,30294,31572,2011/12,0
temporal,train,30295,31573,2011/12,1
temporal,train,30296,31574,2011/12,0
temporal,train,30297,31575,2011/12,1
temporal,train,30298,31576,2011/12,0
temporal,train,30299,31577,2011/12,0
temporal,train,30300,31579,2011/12,0
temporal,train,30301,31580,2011/12,0
temporal,train,30302,31581,2011/12,0
temporal,train,30303,31582,2011/12,0
temporal,train,30304,31583,2011/12,1
temporal,train,30305,31584,2011/12,0
temporal,train,30306,31585,2011/12,0
temporal,train,30307,31586,2011/12,1
temporal,train,30308,31587,2011/12,0
temporal,train,30309,31589,2011/12,0
temporal,train,30310,31590,2011/12,1
temporal,train,30311,31591,2011/12,0
temporal,train,30312,31592,2011/12,0
temporal,train,30313,31593,2011/12,1
temporal,train,30314,31595,2011/12,0
temporal,train,30315,31596,2011/12,1
temporal,train,30316,31597,2011/12,1
temporal,train,30317,31598,2011/12,0
temporal,train,30318,31599,2011/12,1
temporal,train,30319,31601,2011/12,1
temporal,train,30320,31602,2011/12,0
temporal,train,30321,31603,2011/12,0
temporal,train,30322,31604,2011/12,0
temporal,train,30323,31605,2011/12,0
temporal,train,30324,31606,2011/12,0
temporal,train,30325,31607,2011/12,1
temporal,train,30326,31608,2011/12,0
temporal,train,30327,31609,2011/12,0
temporal,train,30328,31610,2011/12,0
temporal,train,30329,31611,2011/12,0
temporal,train,30330,31612,2011/12,0
temporal,train,30331,31613,2011/12,0
temporal,train,30332,31614,2011/12,0
temporal,train,30333,31615,2011/12,0
temporal,train,30334,31617,2011/12,0
temporal,train,30335,31618,2011/12,0
temporal,train,30336,31619,2011/12,0
temporal,train,30337,31620,2011/12,0
temporal,train,30338,31621,2011/12,0
temporal,train,30339,31622,2011/12,1
temporal,train,30340,31623,2011/12,1
temporal,train,30341,31624,2011/12,0
temporal,train,30342,31625,2011/12,1
temporal,train,30343,31626,2011/12,1
temporal,train,30344,31627,2011/12,1
temporal,train,30345,31628,2011/12,1
temporal,train,30346,31629,2011/12,1
temporal,train,30347,31630,2011/12,0
temporal,train,30348,31631,2011/12,0
temporal,train,30349,31632,2011/12,1
temporal,train,30350,31633,2011/12,0
temporal,train,30351,31634,2011/12,0
temporal,train,30352,31635,2011/12,0
temporal,train,30353,31636,2011/12,1
temporal,train,30354,31637,2011/12,1
temporal,train,30355,31638,2011/12,0
temporal,train,30356,31639,2011/12,0
temporal,train,30357,31640,2011/12,0
temporal,train,30358,31641,2011/12,1
temporal,train,30359,31642,2011/12,1
temporal,train,30360,31643,2011/12,0
temporal,train,30361,31644,2011/12,1
temporal,train,30362,31645,2011/12,0
temporal,train,30363,31646,2011/12,1
temporal,train,30364,31647,2011/12,1
temporal,train,30365,31648,2011/12,1
temporal,train,30366,31649,2011/12,1
temporal,train,30367,31650,2011/12,1
temporal,train,30368,31651,2011/12,0
temporal,train,30369,31652,2011/12,0
temporal,train,30370,31653,2011/12,0
temporal,train,30371,31654,2011/12,0
temporal,train,30372,31655,2011/12,0
temporal,train,30373,31656,2011/12,1
temporal,train,30374,31657,2011/12,0
temporal,train,30375,31658,2011/12,0
temporal,train,30376,31659,2011/12,0
temporal,train,30377,31660,2011/12,0
temporal,train,30378,31661,2011/12,0
temporal,train,30379,31662,2011/12,0
temporal,train,30380,31663,2011/12,0
temporal,train,30381,31664,2011/12,0
temporal,train,30382,31665,2011/12,1
temporal,train,30383,31667,2011/12,1
temporal,train,30384,31668,2011/12,1
temporal,train,30385,31669,2011/12,0
temporal,train,30386,31670,2011/12,0
temporal,train,30387,31671,2011/12,1
temporal,train,30388,31672,2011/12,1
temporal,train,30389,31673,2011/12,0
temporal,train,30390,31674,2011/12,0
temporal,train,30391,31675,2011/12,0
temporal,train,30392,31676,2011/12,0
temporal,train,30393,31677,2011/12,0
temporal,train,30394,31678,2011/12,0
temporal,train,30395,31679,2011/12,0
temporal,train,30396,31680,2011/12,1
temporal,train,30397,31681,2011/12,1
temporal,train,30398,31682,2011/12,1
temporal,train,30399,31683,2011/12,1
temporal,train,30400,31685,2011/12,0
temporal,train,30401,31686,2011/12,0
temporal,train,30402,31687,2011/12,1
temporal,train,30403,31688,2011/12,1
temporal,train,30404,31689,2011/12,0
temporal,train,30405,31690,2011/12,1
temporal,train,30406,31691,2011/12,0
